"Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK"
"92,Jamil Siebert,de GER,DF,Lecce,23-362,2002,13,10,981,10.9,1,0,1,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09"
"93,Stephan El Shaarawy,it ITA,""MF,FW"",Roma,33-154,1992,14,4,444,4.9,0,2,2,0,0,0,2,0,0.00,0.41,0.41,0.00,0.41"
"94,Suat Serdar,de GER,MF,Hellas Verona,28-353,1997,20,12,""1,108"",12.3,2,0,2,2,0,0,3,0,0.16,0.00,0.16,0.16,0.16"
"95,Adrian Šemper,hr CRO,GK,Pisa,28-077,1998,17,17,""1,53"",17.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00"
"96,Simone Scuffet,it ITA,GK,Pisa,29-303,1996,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00"
"97,Gianluca Scamacca,it ITA,FW,Atalanta,27-088,1999,20,14,""1,14"",12.7,8,1,9,6,2,2,2,0,0.63,0.08,0.71,0.47,0.55"
"98,Giorgio Scalvini,it ITA,DF,Atalanta,22-109,2003,16,15,""1,201"",13.3,2,0,2,2,0,0,2,0,0.15,0.00,0.15,0.15,0.15"
"99,Razvan Sava,ro ROU,GK,Udinese,23-282,2002,7,6,620,6.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00"
"100,Amin Sarr,se SWE,""FW,MF"",Hellas Verona,25-019,2001,29,9,989,11.0,0,1,1,0,0,0,2,1,0.00,0.09,0.09,0.00,0.09"
"101,Jeremy Sarmiento,ec ECU,MF,Cremonese,23-287,2002,7,0,142,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00"
"102,Alisson Santos,br BRA,MF,Napoli,23-184,2002,6,4,375,4.2,2,0,2,2,0,0,0,0,0.48,0.00,0.48,0.48,0.48"
"103,Yellu Santiago,es ESP,MF,Hellas Verona,21-309,2004,2,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00"
"104,Antonio Sanabria,py PAR,FW,Cremonese,30-026,1996,21,8,760,8.4,1,1,2,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24"
"105,Lazar Samardzic,rs SRB,MF,Atalanta,24-034,2002,23,10,940,10.4,2,1,3,2,0,0,1,0,0.19,0.10,0.29,0.19,0.29"
"106,Álex Sala,es ESP,MF,Lecce,24-355,2001,8,2,159,1.8,0,1,1,0,0,0,0,0,0.00,0.57,0.57,0.00,0.57"
"107,Alexis Saelemaekers,be BEL,MF,Milan,26-276,1999,28,27,""2,281"",25.3,2,3,5,2,0,0,4,0,0.08,0.12,0.20,0.08,0.20"
"108,Abdelhamid Sabiri,ma MAR,MF,Fiorentina,29-122,1996,1,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00"
"109,Stefano Sabelli,it ITA,""DF,MF"",Genoa,33-076,1993,11,7,518,5.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00"
"110,Daniele Rugani,it ITA,DF,Juventus,31-244,1994,6,3,250,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00"
"111,Daniele Rugani,it ITA,DF,Fiorentina,31-244,1994,2,1,100,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00"
"112,Amir Rrahmani,xk KVX,DF,Napoli,32-034,1994,16,16,""1,356"",15.1,1,1,2,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13"
"113,Jonathan Rowe,eng ENG,""MF,FW"",Bologna,22-334,2003,20,13,""1,149"",12.8,1,1,2,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16"
"114,Nicolò Rovella,it ITA,MF,Lazio,24-116,2001,8,4,343,3.8,0,1,1,0,0,0,2,0,0.00,0.26,0.26,0.00,0.26"
"115,Marten de Roon,nl NED,MF,Atalanta,35-001,1991,26,24,""2,089"",23.2,1,1,2,1,0,0,8,1,0.04,0.04,0.09,0.04,0.09"
"116,Alessandro Romano,ch SUI,MF,Roma,19-286,2006,2,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00"
"117,Alessio Romagnoli,it ITA,DF,Lazio,31-077,1995,25,24,""2,068"",23.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00"
"118,Filippo Romagna,it ITA,DF,Sassuolo,28-308,1997,4,3,256,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00"
"119,Juan Rodríguez,uy URU,""DF,MF"",Cagliari,20-304,2005,10,10,810,9.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00"
"120,Jesus Rodríguez,es ESP,MF,Como,20-129,2005,26,16,""1,543"",17.1,1,7,8,1,0,0,2,1,0.06,0.41,0.47,0.06,0.47"
"121,Sergi Roberto,es ESP,MF,Como,34-051,1992,15,4,446,5.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00"
"122,Filippo Rinaldi,it ITA,GK,Parma,23-116,2002,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00"
"123,Amir Richardson,ma MAR,MF,Fiorentina,24-065,2002,2,0,42,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00"
"124,Samuele Ricci,it ITA,MF,Milan,24-221,2001,25,9,""1,064"",11.8,1,3,4,1,0,0,1,0,0.08,0.25,0.34,0.08,0.34"
"125,Devyne Rensch,nl NED,""MF,DF"",Roma,23-071,2003,17,8,761,8.5,0,1,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12"
"126,Federico Ravaglia,it ITA,GK,Bologna,26-139,1999,14,13,""1,2"",13.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00"
"127,Petar Ratkov,rs SRB,FW,Lazio,22-224,2003,7,2,221,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00"
"128,Othniel Raterink,nl NED,DF,Cagliari,19-357,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00"
"129,Giacomo Raspadori,it ITA,MF,Atalanta,26-040,2000,5,2,275,3.1,1,1,2,1,0,0,0,0,0.33,0.33,0.65,0.33,0.65"
"130,Luca Ranieri,it ITA,DF,Fiorentina,26-341,1999,27,22,""1,855"",20.6,1,0,1,1,0,0,7,0,0.05,0.00,0.05,0.05,0.05"
"131,Jacobo Ramón,es ESP,DF,Como,21-083,2005,26,25,""2,247"",25.0,2,0,2,2,0,0,7,1,0.08,0.00,0.08,0.08,0.08"
"132,Ylber Ramadani,al ALB,MF,Lecce,29-352,1996,29,29,""2,514"",27.9,1,0,1,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04"
"133,Adrien Rabiot,fr FRA,MF,Milan,30-361,1995,21,20,""1,83"",20.3,5,4,9,5,0,0,6,1,0.25,0.20,0.44,0.25,0.44"
"134,Christian Pulisic,us USA,FW,Milan,27-193,1998,23,15,""1,289"",14.3,8,3,11,8,0,1,0,0,0.56,0.21,0.77,0.56,0.77"
"135,Ivan Provedel,it ITA,GK,Lazio,32-013,1994,27,27,""2,43"",27.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00"
"136,Matteo Prati,it ITA,MF,Torino,22-092,2003,7,4,357,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00"
"137,Matteo Prati,it ITA,MF,Cagliari,22-092,2003,20,15,""1,268"",14.1,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07"
"138,Stefan Posch,at AUT,DF,Como,28-320,1997,14,3,393,4.4,1,0,1,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23"
"139,Marin Pongra?i?,hr CRO,DF,Fiorentina,28-200,1997,28,28,""2,469"",27.4,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00"
"140,Matteo Politano,it ITA,""MF,FW"",Napoli,32-239,1993,27,20,""1,73"",19.2,1,5,6,1,0,0,1,0,0.05,0.26,0.31,0.05,0.31"
"141,Tommaso Pobega,it ITA,MF,Bologna,26-258,1999,20,13,""1,137"",12.6,2,1,3,2,0,0,1,1,0.16,0.08,0.24,0.16,0.24"
"142,Niccolò Pisilli,it ITA,MF,Roma,21-188,2004,17,7,782,8.7,1,2,3,1,0,0,1,0,0.12,0.23,0.35,0.12,0.35"
"143,Jakub Piotrowski,pl POL,MF,Udinese,28-177,1997,26,15,""1,359"",15.1,1,1,2,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13"
"144,Andrea Pinamonti,it ITA,FW,Sassuolo,26-315,1999,28,27,""2,103"",23.4,7,3,10,7,0,1,1,1,0.30,0.13,0.43,0.30,0.43"
"145,Balthazar Pierret,fr FRA,MF,Lecce,25-319,2000,3,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00"
"146,Santiago Pierotti,ar ARG,""MF,FW"",Lecce,24-361,2001,29,23,""1,91"",21.2,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05"
"147,Nicholas Pierini,it ITA,""FW,MF"",Sassuolo,27-236,1998,11,0,142,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00"
"148,Roberto Piccoli,it ITA,FW,Fiorentina,25-062,2001,26,12,""1,25"",13.9,3,1,4,3,0,0,0,0,0.22,0.07,0.29,0.22,0.29"
"149,Gabriele Piccinini,it ITA,MF,Pisa,24-358,2001,18,5,672,7.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00"
"150,Giuseppe Pezzella,it ITA,MF,Cremonese,28-121,1997,23,22,""1,897"",21.1,0,1,1,0,0,0,8,1,0.00,0.05,0.05,0.00,0.05"
"151,Massimo Pessina,it ITA,GK,Bologna,18-095,2007,1,0,83,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00"
"152,Máximo Perrone,ar ARG,MF,Como,23-082,2003,28,26,""2,143"",23.8,3,4,7,3,0,0,7,0,0.13,0.17,0.29,0.13,0.29"
"153,Mattia Perin,it ITA,GK,Juventus,33-140,1992,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00"
"154,Simone Perilli,it ITA,GK,Hellas Verona,31-082,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00"
"155,Matías Pérez,cl CHI,DF,Lecce,20-351,2005,1,1,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00"
"156,Faris Pemi Moumbagna,cm CMR,FW,Cremonese,25-272,2000,5,0,93,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00"
"157,Mateo Pellegrino,ar ARG,FW,Parma,25-029,2001,30,28,""2,475"",27.5,8,1,9,7,1,1,4,0,0.29,0.04,0.33,0.25,0.29"
"158,Luca Pellegrini,it ITA,DF,Lazio,27-023,1999,21,14,""1,215"",13.5,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00"
"159,Lorenzo Pellegrini,it ITA,MF,Roma,29-284,1996,22,18,""1,328"",14.8,3,2,5,1,2,2,2,0,0.20,0.14,0.34,0.07,0.20"
"160,Pedro,es ESP,""FW,MF"",Lazio,38-245,1987,22,6,692,7.7,3,1,4,1,2,2,3,0,0.39,0.13,0.52,0.13,0.26"
"161,Zé Pedro Figueiredo,pt POR,DF,Cagliari,28-297,1997,16,14,""1,198"",13.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00"
"162,Marcus Pedersen,no NOR,""MF,DF"",Torino,25-257,2000,23,18,""1,696"",18.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00"
